date,yt_pred_time_trend_1_dummy,yt_pred_time_trend_2_dummy,yt_pred_time_trend_3_dummy,yt_true,yt_pred_time_trend_3_fourier
1947-12-01,1523.3964912280694,1680.5491727802942,1651.1630316531528,1937,1678.9805585546217
1948-01-01,1346.610087719297,1496.3962330191184,1500.1185014670016,1711,1439.3447146133458
1948-02-01,1328.978508771929,1471.889230006444,1480.4244806376855,1775,1547.2517498367188
1948-03-01,1465.6627192982446,1601.698014332575,1614.820135744878,1902,1574.1293976732102
1948-04-01,1573.715350877192,1702.875218855803,1720.3580983675272,1846,1712.94625613206
1948-05-01,1636.610087719297,1758.8945279022216,1780.512052716159,2083,1848.1260182695246
1948-06-01,1791.0837719298238,1906.492782620899,1932.0188408960375,2262,1811.068676889536
1948-07-01,2181.2942982456134,2289.8278767405864,2319.0363576440045,2193,2474.8215543355936
1948-08-01,3286.083771929824,3387.741912175917,3420.4067082232177,3792,3260.109583418178
1948-09-01,2536.2942982456134,2631.077012156072,2666.971997896834,2343,2802.5786448824256
1948-10-01,2067.241666666666,2155.148951222554,2194.0480161385403,2313,2107.8998483296295
1948-11-01,1887.715350877192,1968.7472029981088,2010.4242366325443,2179,2037.6413720403632
1948-12-01,1649.1890350877184,1723.3454541304936,1767.5743435893737,1975,1794.8850360843894
1949-01-01,1472.4026315789465,1540.1747186593702,1614.7986552471798,1880,1553.5340880817582
1949-02-01,1454.7710526315782,1516.6499199367486,1593.4057781957035,1930,1659.7581302317428
1949-03-01,1591.4552631578938,1647.4409085529323,1726.1348790146174,2060,1684.9848959828123
1949-04-01,1699.507894736841,1749.6003173662127,1830.0385892828704,1843,1822.1829833442066
1949-05-01,1762.4026315789465,1806.601830702684,1888.590593210988,2052,1955.7760853721825
1949-06-01,1916.8763157894728,1955.182289711414,2038.5277329042349,2039,1917.1641948706722
1949-07-01,2307.0868421052623,2339.499588121154,2424.007903099452,2351,2579.3946341831743
1949-08-01,3411.8763157894728,3438.395827846537,3523.8732090597973,3394,3363.1923361201707
1949-09-01,2662.0868421052623,2682.713132116745,2768.9657560484284,3581,2904.2031814267966
1949-10-01,2193.034210526315,2207.76727547328,2294.6013335390303,2489,2208.098279704345
1949-11-01,2013.5078947368413,2022.3477315388864,2109.569415215813,2468,2136.44580923339
1949-12-01,1774.9815789473676,1777.9281869613242,1865.3436852893035,2134,1892.327590083694
1950-01-01,1598.1951754385957,1595.7396557802535,1711.2244619976525,1903,1649.6468698753076
1950-02-01,1580.5635964912271,1573.1970613476842,1688.5203519306008,1719,1754.5732508075037
1950-03-01,1717.247807017543,1704.9702542539203,1819.9705216678212,1617,1778.534466328751
1950-04-01,1825.3004385964905,1808.1118673572537,1922.627602788264,1818,1914.4991144482901
1950-05-01,1888.1951754385957,1866.0955849837776,1979.9652795024529,2067,2046.8908882223777
1950-06-01,2042.668859649122,2015.65824828256,2128.720393915653,2457,2007.109780454945
1950-07-01,2432.8793859649118,2400.957750982353,2513.050840764705,2600,2668.2031134894924
1950-08-01,3537.668859649122,3500.8361949977884,3611.798725312769,3530,3450.8958201364994
1950-09-01,2787.8793859649118,2746.135703558049,2855.806152822999,2693,2990.833781141104
1950-10-01,2318.8267543859643,2272.172051204636,2380.3889127690827,2448,2293.6881061045965
1950-11-01,2139.3004385964905,2087.734711560296,2194.336478835229,2250,2221.026973307553
1950-12-01,1900.7741228070167,1844.2973712727855,1949.1225352319652,1972,1975.9322028197353
1951-01-01,1723.9877192982449,1663.091044381768,1794.0474001974426,1682,1732.3070422611934
1951-02-01,1706.3561403508763,1641.5306542392514,1770.4196803214015,1730,1836.3210938312009
1951-03-01,1843.040350877192,1774.2860514355402,1900.9785421835145,1814,1859.4020909782262
1951-04-01,1951.0929824561397,1878.409868828926,2002.7766173627317,1900,1994.5186317115104
1951-05-01,2013.9877192982449,1937.3757907455024,2059.2875900695767,2051,2126.094409087309
1951-06-01,2168.461403508771,2087.920658334337,2207.248302409316,2290,2085.5294159095542
1951-07-01,2558.6719298245607,2474.2023653241827,2590.8166491187885,2599,2745.8709745217466
1951-08-01,3663.461403508771,3575.063013629672,3688.834735461154,3428,3527.844017734365
1951-09-01,2913.6719298245607,2821.3447264799843,2932.1446666995703,2262,3067.094426292547
1951-10-01,2444.619298245613,2348.363278416624,2456.0622323077214,2242,2369.2933097975847
1951-11-01,2265.0929824561395,2164.908143062336,2269.376905969817,2103,2296.0088465300523
1951-12-01,2026.5666666666657,1922.4530070648789,2023.5623718963843,1825,2050.322856559713
1952-01-01,1849.7802631578936,1742.2288844639131,1867.9189483255748,1670,1806.1385875066157
1952-02-01,1832.1486842105253,1721.6506986114496,1843.7552418471296,1681,1909.6256415700343
1952-03-01,1968.832894736841,1855.388300097791,1973.8104190407205,1713,1932.2117521984378
1952-04-01,2076.8855263157884,1960.4943217812288,2075.137111485297,1954,2066.865517401066
1952-05-01,2139.780263157894,2020.4424479878585,2131.209003391384,1876,2198.0106302341765
1952-06-01,2294.25394736842,2171.969519866746,2278.762936864247,2272,2157.0470835016995
1952-07-01,2684.4644736842097,2559.233431146644,2661.9568066407264,2612,2817.0221995471366
1952-08-01,3789.25394736842,3661.076283742185,3759.63271798398,3590,3598.6609111809667
1952-09-01,3039.4644736842097,2908.3402008825506,3002.6327761571665,2496,3137.609099148326
1952-10-01,2570.4118421052626,2436.3409571092425,2526.27277063397,2441,2439.537873050509
1952-11-01,2390.885526315789,2253.868026045008,2339.3421750986,2340,2366.0154111680877
1952-12-01,2152.359210526315,2012.395094337603,2093.3146737615843,2090,2120.1235335708257
1953-01-01,1975.5728070175428,1833.1531760266903,1937.4905848610736,1812,1875.7654878787737
1953-02-01,1957.9412280701745,1813.5571944642788,1913.1785149868088,1788,1979.1108762912036
1953-03-01,2094.6254385964903,1948.277000240673,2043.117630718463,1837,2001.587432256585
1953-04-01,2202.678070175438,2054.365226214164,2144.3605636349844,1993,2136.1637537841584
1953-05-01,2265.572807017543,2115.2955567108456,2200.380997946899,2021,2267.2635339301796
1953-06-01,2420.046491228069,2267.804832879786,2347.915775759471,2199,2226.286765498581
1953-07-01,2810.257017543858,2656.050948449736,2731.122791809542,2622,2886.2807708328623
1953-08-01,3915.0464912280695,3758.87600533533,3828.84415136027,3787,3667.9704827435035
1953-09-01,3165.257017543858,3007.1221267657484,3071.921959674812,2914,3207.0017819756413
1953-10-01,2696.204385964911,2536.1050872824926,2595.6720062268523,2487,2509.0457781305686
1953-11-01,2516.678070175438,2354.6143605083107,2408.883764700603,2314,2435.6706494888585
1953-12-01,2278.151754385964,2114.1236330909587,2163.030919306589,2139,2189.958216120275
1954-01-01,2101.365350877192,1935.8639190700983,2007.4137882829627,2124,1945.8117256448677
1954-02-01,2083.733771929824,1917.25014179774,1983.340978219464,2214,2049.4007802619085
1954-03-01,2220.4179824561397,2052.9521518641864,2113.5516556957664,2234,2072.1531134198676
1954-04-01,2328.470614035087,2160.02258212773,2215.0984522908184,2279,2207.0373231279855
1954-05-01,2391.365350877192,2221.935116914464,2271.455052215145,2423,2338.477102442518
1954-06-01,2545.8390350877185,2375.426597373457,2419.3582975740123,2290,2297.8724441673976
1954-07-01,2936.049561403508,2764.65491723346,2802.96608310426,2903,2958.2706706461236
1954-08-01,4040.8390350877194,3868.4621784091055,3901.1205140690463,4485,3740.3967146891764
1954-09-01,3291.049561403508,3117.6905041295768,3144.663695731529,3085,3279.896457041692
1954-10-01,2821.9969298245605,2647.6556689363742,2668.911417565393,2852,2582.4410073049635
1954-11-01,2642.4706140350872,2467.1471464522447,2482.6531532548493,2629,2509.5985437595655
1954-12-01,2403.944298245613,2227.638623324945,2237.3625870104224,2435,2264.4508864752597
1955-01-01,2227.157894736841,2050.3611135941374,2082.340037070265,2227,2020.9012830720962
1955-02-01,2209.526315789473,2032.7295406118317,2058.894110024119,1944,2125.119335749349
1955-03-01,2346.210526315788,2169.4137549683305,2189.763972451655,2125,2148.532777955486
1955-04-01,2454.263157894736,2277.466389521927,2292.002255931822,2260,2284.1102076997486
1955-05-01,2517.157894736841,2340.361128598713,2349.0826446751475,2299,2416.2753180383925
1955-06-01,2671.6315789473674,2494.83481334776,2497.741980786894,2323,2376.4281017753497
1955-07-01,3061.842105263157,2885.045337497815,2882.138159003904,2659,3037.61588125412
1955-08-01,4166.631578947367,3989.8348029635135,3981.1132845893353,3761,3820.563589285184
1955-09-01,3416.842105263157,3240.045332974037,3225.5094628063443,2779,3360.917106613678
1955-10-01,2947.789473684209,2770.992702070887,2750.6424831286167,2761,2664.3475428408938
1955-11-01,2768.263157894736,2591.46638387681,2565.301819240364,2446,2592.4230762474062
1955-12-01,2529.7368421052624,2352.9400650395637,2320.961155352109,2278,2348.225526902979
1956-01-01,2352.95043859649,2176.644759598808,2166.920809702007,1879,2105.65814242766
1956-02-01,2335.318859649122,2159.9953909065543,2144.489388879797,1881,2210.890525020724
1956-03-01,2472.0030701754376,2297.661809553106,2276.406059465152,2165,2235.350408130639
1956-04-01,2580.055701754385,2406.696648396756,2379.7234530370206,2199,2372.006389766646
1956-05-01,2642.95043859649,2470.573591763595,2437.915253805929,2308,2505.2821629850014
1956-06-01,2797.424122807017,2626.029480802693,2587.718303877142,2529,2466.5777205896366
1956-07-01,3187.634649122806,3017.222209242801,2973.290497987499,2573,3128.940384924051
1956-08-01,4292.424122807017,4122.993878998552,4073.473941400159,3946,3913.095088798726
1956-09-01,3542.634649122806,3374.186613299128,3319.1107393782795,3200,3454.687712958798
1956-10-01,3073.582017543859,2906.116186686031,2845.5166813955466,2574,2759.3893670055586
1956-11-01,2894.055701754385,2727.572072782006,2661.481241136168,2422,2688.7682292195823
1956-12-01,2655.5293859649114,2490.027958234812,2418.4781028106727,2446,2445.9061196706325
1957-01-01,2478.7429824561395,2314.71485708411,2265.8075846572106,2828,2204.7062859787584
1957-02-01,2461.1114035087708,2299.0476926819088,2244.7782932655227,2879,2311.3383303432333
1957-03-01,2597.795614035087,2437.6963156185134,2378.129395215282,2800,2337.2299862125265
1957-04-01,2705.848245614034,2547.713358752215,2482.9135220854378,2835,2475.3498515958777
1957-05-01,2768.7429824561395,2612.5725064091066,2542.6043580865144,2585,2610.1216195495444
1957-06-01,2923.216666666666,2769.010599738257,2693.938745323777,2787,2572.9452828774565
1957-07-01,3313.4271929824554,3161.1855324684184,3081.074578534068,3334,3236.8681639231168
1957-08-01,4418.216666666666,4267.939406514222,4182.853962980543,4746,4022.6151954970032
1957-09-01,3668.427192982456,3520.114345104851,3430.11900392636,3613,3565.8322583442523
1957-10-01,3199.374561403508,3053.026122781806,2958.185490845206,3463,2872.190462066158
1957-11-01,3019.8482456140346,2875.4642131678343,2775.8428974212898,3274,2803.257984943293
1957-12-01,2781.3219298245604,2638.9023029106925,2534.564907865137,2801,2562.116647045421
1958-01-01,2604.5355263157885,2464.5714060500427,2383.6518404149,2488,2322.6696959925907
1958-02-01,2586.90394736842,2449.886445937894,2364.41230166032,2386,2431.0867339840775
1958-03-01,2723.588157894736,2589.517273164552,2499.585458181069,2428,2458.795494468348
1958-04-01,2831.640789473683,2700.5165205883054,2606.223941556096,2678,2598.7645754546443
1958-05-01,2894.5355263157885,2766.35787253525,2667.801435995927,2744,2735.4176699992217
1958-06-01,3049.009210526315,2923.7781701544536,2821.0547836058267,2772,2700.1547709060123
1958-07-01,3439.2197368421043,3316.935307174667,3210.1418791226342,3520,3366.0232005185158
1958-08-01,4544.009210526315,4424.671385510524,4313.90482780951,3833,4153.747891647214
1958-09-01,3794.219736842104,3677.8285283912046,3563.18573492961,3377,3698.974725037241
1958-10-01,3325.167105263157,3211.7225103582123,3093.30038995662,3013,3007.3748102898903
1958-11-01,3145.6407894736835,3035.142805034293,2913.03826657475,2871,2940.516325685737
1958-12-01,2907.1144736842098,2799.5630990672043,2673.8730489945265,2592,2701.481091294543
1959-01-01,2730.328070175437,2626.214406496607,2525.1050554541007,2375,2464.1723547363576
1959-02-01,2712.696491228069,2612.511650674511,2508.0428925432134,2304,2574.759718210455
1959-03-01,2849.380701754385,2753.124682191221,2645.4257268415377,2464,2604.670915165304
1959-04-01,2957.4333333333325,2865.1061339050275,2754.306189928022,2557,2746.874543610145
1959-05-01,3020.328070175437,2931.929690142025,2818.157966013191,2739,2885.7942966012324
1959-06-01,3174.801754385964,3090.332192051281,2973.717897202312,2714,2852.830166942501
1959-07-01,3565.0122807017533,3484.471533361547,3365.143878232224,3102,3521.0294769774505
1959-08-01,4669.801754385964,4593.189815987456,4471.278014366085,3961,4311.117159516558
1959-09-01,3920.0122807017538,3847.3291631581897,3722.962410867052,3772,3858.739095304963
1959-10-01,3450.9596491228062,3382.20534941525,3255.5128572088133,3245,3169.566393943958
1959-11-01,3271.4333333333325,3206.607848381383,3077.718827075574,3104,3105.1672337141144
1959-12-01,3032.9070175438587,2972.010346704347,2841.054004677864,2869,2868.623434685198
1960-01-01,2856.120614035087,2799.643858423802,2694.818708253835,2513,2633.838244477258
1960-02-01,2838.4890350877185,2786.9233068917592,2680.321544393226,2385,2746.981265289566
1960-03-01,2975.1732456140344,2928.5185426985213,2820.301679675711,2756,2779.4802305705925
1960-04-01,3083.225877192981,3041.4821987023806,2931.811745680237,2927,2924.3037383295778
1960-05-01,3146.120614035087,3109.2879592294303,2998.3254266173326,2940,3065.875481622778
1960-06-01,3300.594298245613,3268.672665428739,3156.579564592259,3180,3035.5954532541236
1960-07-01,3690.8048245614023,3663.794211029058,3550.73205434186,3791,3706.5109755671174
1960-08-01,4795.594298245614,4773.49469794502,4659.625001129291,4093,4499.346981372237
1960-09-01,4045.8048245614023,4028.616249405806,3914.100510217712,4309,4049.7493514146186
1960-10-01,3576.752192982455,3564.4746399529186,3449.474371080808,3532,3363.389195295558
1960-11-01,3397.225877192982,3389.8593432091047,3274.5360574027864,3408,3301.8346912956267
1960-12-01,3158.699561403508,3156.244045822121,3040.759253394176,2839,3068.167659484588
1961-01-01,2981.913157894736,2984.859761831629,2897.444277293128,2792,2836.291347482491
1961-02-01,2964.2815789473675,2973.1214145896383,2885.899735689383,2798,2952.375357488611
1961-03-01,3100.965789473684,3115.698854686453,3028.8647951626126,3007,2987.847422951415
1961-04-01,3209.0184210526304,3229.644714980365,3143.3920872917674,3086,3135.6761418801443
1961-05-01,3271.9131578947363,3298.4326797974672,3212.955296287372,3201,3280.285207331055
1961-06-01,3426.3868421052625,3458.799590286829,3374.2912642546908,3428,3253.0746121080792
1961-07-01,3816.597368421052,3854.9033401772,3771.557885930565,3754,3927.091678554717
1961-08-01,4921.386842105262,4965.586031383215,4883.597266578154,4917,4723.061339481448
1961-09-01,4171.597368421051,4221.689787134053,4141.251511460612,3760,4276.629475633408
1961-10-01,3702.5447368421046,3758.530381971219,3679.836410051628,3609,3593.467196611891
1961-11-01,3523.018421052631,3584.897289517457,3508.141436035411,3471,3535.142680697471
1961-12-01,3284.492105263157,3352.264196420526,3277.6402736224845,3347,3304.7377479599104
1962-01-01,3107.705701754385,3181.8621167200868,3137.633241051004,3333,3076.1556460192587
1962-02-01,3090.0741228070165,3171.1059737681485,3129.428944910708,3456,3195.565977074789
1962-03-01,3226.7583333333323,3314.665618155016,3275.7665517812675,3569,3234.3964745749704
1962-04-01,3334.81096491228,3429.5936827389805,3393.698693241636,3900,3385.6157365290446
1962-05-01,3397.705701754385,3499.363851846136,3466.699053502335,3909,3533.6474559932653
1962-06-01,3552.1793859649115,3660.7129666255496,3631.504474668632,4098,3509.891625771568
1962-07-01,3942.389912280701,4057.798920805973,4032.272851477366,4826,4187.395568207449
1962-08-01,5047.179385964912,5169.463816302041,5147.846289191695,5770,4986.884216111391
1962-09-01,4297.389912280701,4426.549776342932,4409.066893074779,5108,4544.003450228529
1962-10-01,3828.3372807017536,3964.37257547015,3951.250452600301,4360,3864.4243801601574
1962-11-01,3648.81096491228,3791.721687306441,3783.186441452471,4100,3809.7151841868476
1962-12-01,3410.2846491228065,3560.0707984995624,3556.3485438418147,3562,3582.9576823783646
1963-01-01,3233.498245614034,3390.650923089176,3420.037078006485,3284,3358.0551223547563
1963-02-01,3215.866666666666,3380.87698442729,3415.560650536223,3278,3481.1771063152987
1963-03-01,3352.5508771929817,3525.4188331042105,3565.658428010701,3424,3523.751367708458
1963-04-01,3460.603508771929,3641.329101978228,3687.3830420088666,3843,3678.746504543476
1963-05-01,3523.498245614034,3712.081475375435,3764.208176741248,3614,3830.5862098766092
1963-06-01,3677.97192982456,3874.4127944449015,3932.870674313107,3536,3810.6704765117893
1963-07-01,4068.18245614035,4272.480952915378,4337.528429461285,4505,4492.046626792515
1963-08-01,5172.971929824561,5385.128052701497,5457.023547448941,5456,5295.439593529268
1963-09-01,4423.18245614035,4643.196217032441,4722.198133539234,4881,4856.495257467184
1963-10-01,3954.1298245614025,4182.0012204497125,4268.367977205848,4041,4180.884728207556
1963-11-01,3774.603508771929,4010.332536576057,4104.32255213299,3724,4130.176184030957
1963-12-01,3536.077192982455,3779.663852059231,3881.535542531189,3525,3907.451445007151
1964-01-01,3359.290789473683,3611.226180938896,3749.307266638597,3437,3686.6137587561884
1964-02-01,3341.659210526315,3602.434446567063,3748.946331044956,3324,3813.832727477341
1964-03-01,3478.343421052631,3747.958499534036,3903.1919023299342,3977,3860.536084619078
1964-04-01,3586.396052631578,3864.8509726981056,4029.096612072484,4025,4019.69242819064
1964-05-01,3649.290789473683,3936.585550385365,4110.1341444831305,4016,4175.725451248285
1964-06-01,3803.76447368421,4099.899073744885,4283.041341667137,4031,4160.035146595941
1964-07-01,4193.974999999999,4498.949436505414,4691.976098361346,4489,4845.668836577112
1964-08-01,5298.76447368421,5612.578740581586,5815.780519828915,5563,5653.351454002277
1964-09-01,4548.974999999999,4871.629109202583,5085.296711333002,5709,5218.72887961657
1964-10-01,4079.922368421052,4411.4163169099065,4635.840462347291,4620,4547.4722230212865
1964-11-01,3900.396052631578,4240.729837326302,4476.201246555992,4160,4501.149662496998
1964-12-01,3661.869736842104,4011.043357099529,4257.852748169633,4012,4282.84301811347
1965-01-01,3485.0833333333326,3843.587890269248,4130.095285426364,3987,4066.4555374907522
1965-02-01,3467.451754385964,3835.778360187468,4134.237464915926,4155,4198.156822828115
1965-03-01,3604.13596491228,3982.2846174444926,4293.018453217993,4054,4249.374607574031
1965-04-01,3712.188596491227,4100.159294898615,4423.490881911512,4485,4413.077489737737
1965-05-01,3775.0833333333326,4172.876076875928,4509.12843520701,4558,4573.689162375492
1965-06-01,3929.5570175438593,4337.171804525499,4686.667955209752,4462,4562.609618291228
1965-07-01,4319.767543859648,4737.204371576081,5100.267336656574,4594,5252.8861798284415
1965-08-01,5424.557017543859,5851.815879942305,6228.768684810641,6481,6065.243779797616
1965-09-01,4674.767543859648,5111.848452853355,5503.014104935108,6345,5635.328298943887
1965-10-01,4205.7149122807,4652.617864850732,5058.319386503659,5142,4968.810846868548
1965-11-01,4026.188596491228,4482.91358955718,4903.474003200504,4824,4927.259601852172
1965-12-01,3787.662280701754,4254.209313620459,4689.95163923617,4573,4713.75638396452
1966-01-01,3610.8758771929815,4087.7360510802296,4567.052612848809,4158,4502.204440825646
1966-02-01,3593.2442982456128,4080.908725288503,4576.085530628163,4140,4638.773374634821
1966-03-01,3729.928508771929,4228.39718683558,4739.789559153901,4251,4694.890918840514
1966-04-01,3837.981140350877,4347.254068579756,4875.217330004975,4734,4863.5256714519655
1966-05-01,3900.8758771929815,4420.953054847121,4965.842527391909,4858,5029.101325525432
1966-06-01,4055.349561403508,4586.230986786744,5148.401993419969,4798,5023.017873864843
1966-07-01,4445.560087719297,4987.245758127379,5567.0536228259925,5080,5718.322638813701
1966-08-01,5550.349561403507,6102.839470783658,6700.639520873145,6905,6535.740553182489
1966-09-01,4800.560087719297,5363.854247984758,5980.001792824575,5504,6110.9174977163375
1966-10-01,4331.50745614035,4905.605864272187,5540.456228153974,5457,5449.524582016542
1966-11-01,4151.981140350877,4736.883793268688,5390.792300545548,5198,5413.129984363676
1966-12-01,3913.4548245614014,4509.161721622021,5182.483694209825,4890,5204.815524827502
